impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K20-124983,A605800,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,2 YEARS,Female,Domestic Shorthair,Brn Tabby / White,01/21/2020 12:00:00 AM,Received on,400 W CLOUDY ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A605800,Image Copyright HLP Inc. 2020,"Received on: 2020-01-21<p/> Found Near: 400 W CLOUDY ST, KENT WA 98032<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>",
K20-125038,A606016,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2079609,In Public Home,,Dog,,Female,Chihuahua - Long Haired,Brown / Brown,01/23/2020 12:00:00 AM,Date Found,600 ANDOVER PARK W,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2079609,Image Copyright HLP Inc. 2020,,
K20-124773,A604846,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 YEARS,Male,Domestic Mediumhair,Black / White,01/08/2020 12:00:00 AM,Received on,13600 NE 175TH ST,WOODINVILLE,WA,98072,WOODINVILLE,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-08<p/> Found Near: 13600 NE 175TH ST, WOODINVILLE WA 98072<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 4 YEARS<p/>",
K20-124960,A603898,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A603898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Butter Ball,Dog,4 YEARS 1 MONTH,Neutered Male,German Shepherd,Black,01/18/2020 12:00:00 AM,Received on,11000 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A603898,Image Copyright HLP Inc. 2020,"Received on: 2020-01-18<p/> Found Near: 11000 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Neutered Male German Shepherd Dog<p/> Age: 4 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K20-125199,A606571,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A606571,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Amara,Dog,5 YEARS,Female,Cane Corso,Blue,01/31/2020 12:00:00 AM,Received on,4200 S 172ND ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606571,Image Copyright HLP Inc. 2020,"Received on: 2020-01-31<p/> Found Near: 4200 S 172ND ST, SEATAC WA 98188<p/> Description: Blue Female Cane Corso Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K20-124949,A605662,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2077841,LOST,Charlie,Dog,,Male,Lhasa Apso,Unknown,01/15/2020 12:00:00 AM,Date Lost,252 AND 129TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2077841,Image Copyright HLP Inc. 2020,,
K20-125146,A606330,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2081038,LOST,Guinness,Cat,,Male,Bombay,Unknown,01/27/2020 12:00:00 AM,Date Lost,12671 SE 169TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2081038,Image Copyright HLP Inc. 2020,,
K20-125148,A606334,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2081052,LOST,Ozzy,Cat,,Male,American Shorthair,Unknown,01/27/2020 12:00:00 AM,Date Lost,308TH AND 10TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2081052,Image Copyright HLP Inc. 2020,,
K20-125179,A606487,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2081640,LOST,Peter,Cat,,Male,Domestic Shorthair,Unknown,01/28/2020 12:00:00 AM,Date Lost,NE LATIMER PL & NE 41ST ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2081640,Image Copyright HLP Inc. 2020,,
K20-124865,A605202,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076113,LOST,Jasper,Cat,,Male,Siamese,Unknown,01/12/2020 12:00:00 AM,Date Lost,NE 8TH ST & 140TH,MARTINE APAR,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076113,Image Copyright HLP Inc. 2020,,
K20-124923,A605529,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2077220,LOST,Pele,Cat,,,Domestic Shorthair,Unknown,01/08/2020 12:00:00 AM,Date Lost,SE 59TH STREET AND LAKE WASHINGTON BLVD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2077220,Image Copyright HLP Inc. 2020,,
K20-124640,A604307,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2071736,LOST,Nona,Dog,,Female,Pit Bull,Unknown,01/01/2020 12:00:00 AM,Date Lost,15221 294TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2071736,Image Copyright HLP Inc. 2020,,
K19-124491,A603806,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2068645,In Public Home,,Cat,,Female,Domestic Shorthair,Brown,12/21/2019 12:00:00 AM,Date Found,25025 SE 41ST DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2068645,Image Copyright HLP Inc. 2020,,
K20-124845,A605110,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Fitzgerald,Dead Cat,NO AGE,Neutered Male,Bengal,Brown,01/11/2020 12:00:00 AM,Received on,7000 SE 20TH ST,MERCER ISLAND,WA,98040,MERCER ISLAND,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-11<p/> Found Near: 7000 SE 20TH ST, MERCER ISLAND WA 98040<p/> Description: Brown Neutered Male Bengal Cat<p/> Age: NO AGE<p/>",
K19-124624,A604252,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2071293,LOST,Monty,Dog,,Male,American Pit Bull Terrier,Unknown,12/30/2019 12:00:00 AM,Date Lost,138TH & 6TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2071293,Image Copyright HLP Inc. 2020,,
K20-124753,A604781,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2073970,LOST,Bodhi,Dog,,Female,American Staffordshire,Unknown,01/04/2020 12:00:00 AM,Date Lost,1200 N LANDING WAY,RENTON,WA,98057,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2073970,Image Copyright HLP Inc. 2020,,
K20-125177,A606485,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A606485,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Seras,Dog,8 MONTHS,Female,Boxer / Mix,Br Brindle / White,01/29/2020 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606485,Image Copyright HLP Inc. 2020,"Received on: 2020-01-29<p/> Description: Br Brindle / White<p/>  Female Boxer / Mix Dog<p/> Age: 8 MONTHS<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Seras and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on January 29, 2020.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! My caregivers have noticed that I seem to do well with other dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K20-124874,A605270,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076375,LOST,Bandit,Dog,,Male,Australian Cattle Dog / Labrador Retriever,White / Black,01/13/2020 12:00:00 AM,Date Lost,132ND AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076375,Image Copyright HLP Inc. 2020,,
K20-124766,A604785,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Sheep,NO AGE,Male,Sheep,White,01/07/2020 12:00:00 AM,Received on,4200 S 170TH ST,SEATAC,WA,98188,SEATAC,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-07<p/> Found Near: 4200 S 170TH ST, SEATAC WA 98188<p/> Description: White Male Sheep Sheep<p/> Age: NO AGE<p/>",
K20-125121,A606196,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,11 YEARS,Female,Chihuahua - Smooth Coated,White / Tan,01/27/2020 12:00:00 AM,Received on,1400 W MEEKER ST,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-27<p/> Found Near: 1400 W MEEKER ST, KENT WA 98032<p/> Description: White / Tan Female Chihuahua - Smooth Coated Dog<p/> Age: 11 YEARS<p/>",
K20-125063,A606081,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A606081,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Rebel,Cat,6 YEARS,Spayed Female,Domestic Shorthair,Tortie,01/24/2020 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606081,Image Copyright HLP Inc. 2020,"Received on: 2020-01-24<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 6 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Rebel and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 1/24/20.  My owner passed away.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>",RED
K19-124528,A603940,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2069373,LOST,Willie,Cat,,Male,American Shorthair,Unknown,12/23/2019 12:00:00 AM,Date Lost,26TH & 109TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2069373,Image Copyright HLP Inc. 2020,,
K20-124860,A605161,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2075951,LOST,Marley,Cat,,Male,Domestic Shorthair,Unknown,01/10/2020 12:00:00 AM,Date Lost,31617 298TH AVENUE SOUTHEAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2075951,Image Copyright HLP Inc. 2020,,
K20-124932,A605594,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2077541,LOST,Buttercup,Cat,,Male,Domestic Shorthair,Unknown,01/17/2020 12:00:00 AM,Date Lost,250TH AND 41ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2077541,Image Copyright HLP Inc. 2020,,
K20-125186,A525135,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A525135,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kozie,Dog,3 YEARS 2 MONTHS,Spayed Female,English Bulldog,Bl Brindle / Red,01/30/2020 12:00:00 AM,Received on,24400 SE 440TH ST,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A525135,Image Copyright HLP Inc. 2020,"Received on: 2020-01-30<p/> Found Near: 24400 SE 440TH ST, ENUMCLAW WA 98022<p/> Description: Bl Brindle / Red Spayed Female English Bulldog Dog<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-124514,A603900,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2068951,LOST,Biga,Dog,,Female,Black Mouth Cur,Unknown,12/24/2019 12:00:00 AM,Date Lost,1611 N 175TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2068951,Image Copyright HLP Inc. 2020,,
K20-124780,A604871,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,8 YEARS,Male,Domestic Shorthair,Black / White,01/08/2020 12:00:00 AM,Received on,2400 NE DAPHNE ST,ISSAQUAH,WA,98029,ISSAQUAH,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-08<p/> Found Near: 2400 NE DAPHNE ST, ISSAQUAH WA 98029<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 8 YEARS<p/>",
K20-125025,A605945,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2079362,LOST,Donna,Cat,,Female,Domestic Shorthair,Unknown,01/21/2020 12:00:00 AM,Date Lost,24207 SE 259TH CT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2079362,Image Copyright HLP Inc. 2020,,
K20-124913,A605455,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076998,In Public Home,,Dog,,Female,Beagle,Brown / Black,01/15/2020 12:00:00 AM,Date Found,14223 284TH PL NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076998,Image Copyright HLP Inc. 2020,,
K20-125126,A602881,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Roxanne,Dead Dog,8 YEARS 9 MONTHS,Spayed Female,Labrador Retriever / Australian Cattle Dog,Black / White,01/27/2020 12:00:00 AM,Received on,,4621 TO,TO,T AVE,CARNATION,,,,Image Copyright HLP Inc. 2020,Received on: 2020-01-27<p/> Found Near: 4600 TOLT AVE<p/> Description: Black / White Spayed Female Labrador Retriever / Australian Cattle Dog Dog<p/> Age: 8 YEARS 9 MONTHS<p/>,
K20-124897,A605389,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076725,LOST,Griz,Dog,,Male,Anatolian Shepherd,Unknown,01/15/2020 12:00:00 AM,Date Lost,115TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076725,Image Copyright HLP Inc. 2020,,
K19-124189,A602235,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rose,Cat,12 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Black / White,12/09/2019 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A602235,Image Copyright HLP Inc. 2020,"Received on: 2019-12-09<p/> Description: Black / White Spayed Female Domestic Longhair Cat<p/> Age: 12 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rose and I am available for adoption.<p/><p/>I was brought in by a good samaritan on December 9, 2019.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! My favorite places to nap are on my foster dad's lap or on the comfy bed! When I am not napping a enjoy eating dry food even though I have only a few teeth left!<p/><p/>I am a sweet girl who is a little shy at first but will warm up quick and steal your heart!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",BLUE
K20-124960,A603898,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A603898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Butter Ball,Dog,4 YEARS 1 MONTH,Neutered Male,German Shepherd,Black,01/18/2020 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A603898,Image Copyright HLP Inc. 2020,"Received on: 2020-01-18<p/> Description: Black<p/>  Neutered Male German Shepherd Dog<p/> Age: 4 YEARS 1 MONTH<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Butterball and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 18, 2020.<p/><p/>Butterball?! You mean giant goofball! That is what I am. I am just so happy all the time and will let you know it! I'm not quite aware of just how big I am and it is a shock when I jump up on and against you, but I am just trying to tell you how excited I am to meet you! I would love to partake in positive reinforcement training to learn how to be the best dog I can be!<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other dogs my size that are okay with how pushy I am when we first meet. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>",GREEN
K20-124862,A605199,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076060,LOST,Autumn,Cat,,Female,Domestic Shorthair,Unknown,01/10/2020 12:00:00 AM,Date Lost,37905 250TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076060,Image Copyright HLP Inc. 2020,,
K20-124816,A605024,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Black / White,01/09/2020 12:00:00 AM,Received on,12900 SE 192ND ST,RENTON,WA,98058,KING COUNTY,47.430388,-122.168129,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-09<p/> Found Near: 12900 SE 192ND ST, RENTON WA 98058<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K20-124769,A604790,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2074223,In Public Home,Callie,Dog,,Spayed Female,Siberian Husky,Black / White,01/05/2020 12:00:00 AM,Date Found,000 00 00,NORTH BE,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2074223,Image Copyright HLP Inc. 2020,,
K20-124747,A604760,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,3 YEARS,Female,German Shepherd,Black / Brown,01/06/2020 12:00:00 AM,Received on,19500 SE COVINGTON SAWYER RD,KENT,WA,98042,KING COUNTY,,,,Image Copyright HLP Inc. 2020,"Received on: 2020-01-06<p/> Found Near: 19500 SE COVINGTON SAWYER RD, KENT WA 98042<p/> Description: Black / Brown Female German Shepherd Dog<p/> Age: 3 YEARS<p/>",
K20-125230,A606635,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A606635,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Male,Domestic Longhair,Black,02/02/2020 12:00:00 AM,Received on,4300 S 300TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606635,Image Copyright HLP Inc. 2020,"Received on: 2020-02-02<p/> Found Near: 4300 S 300TH PL, AUBURN WA 98001<p/> Description: Black Male Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-124566,A604118,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2070552,LOST,Calvin,Dog,,Male,Chihuahua - Long Haired,Unknown,12/27/2019 12:00:00 AM,Date Lost,168TH AND 256TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2070552,Image Copyright HLP Inc. 2020,,
K20-124902,A605422,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076841,LOST,Muffin,Dog,,Male,Maltese,Unknown,01/14/2020 12:00:00 AM,Date Lost,4200 EAST MERCER WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076841,Image Copyright HLP Inc. 2020,,
K20-125249,A606667,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A606667,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marley,Dog,12 YEARS 2 MONTHS,Spayed Female,Golden Retriever / Australian Shepherd,Gold / White,02/03/2020 12:00:00 AM,Received on,6900 S 123RD ST,SEATTLE,WA,98178,KING COUNTY,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606667,Image Copyright HLP Inc. 2020,"Received on: 2020-02-03<p/> Found Near: 6900 S 123RD ST, SEATTLE WA 98178<p/> Description: Gold / White Spayed Female Golden Retriever / Australian Shepherd Dog<p/> Age: 12 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K20-124638,A604304,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2071653,LOST,Sugar,Cat,,Male,Domestic Shorthair,Unknown,12/29/2019 12:00:00 AM,Date Lost,2001 DAYTON AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2071653,Image Copyright HLP Inc. 2020,,
K20-124984,A605806,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2078820,LOST,None,Cat,,Male,Domestic Shorthair,Unknown,01/21/2020 12:00:00 AM,Date Lost,N 147TH & AURORA AVE N (NEAR JIFFY LUBE),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2078820,Image Copyright HLP Inc. 2020,,
K20-124878,A605303,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2076468,In Public Home,,Dog,,,Pit Bull,Brown,01/13/2020 12:00:00 AM,Date Found,27314 24TH PLACE SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2076468,Image Copyright HLP Inc. 2020,,
K20-124921,A605527,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2077209,LOST,Munchington,Dog,,Male,Lhasa Apso,Unknown,01/16/2020 12:00:00 AM,Date Lost,D102,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2077209,Image Copyright HLP Inc. 2020,,
K20-125202,A606577,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A606577,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Catsy Cline,Cat,5 YEARS,Female,Domestic Shorthair,White / Calico,01/31/2020 12:00:00 AM,Received on,23300 114TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A606577,Image Copyright HLP Inc. 2020,"Received on: 2020-01-31<p/> Found Near: 23300 114TH PL SE, KENT WA 98031<p/> Description: White / Calico Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
